"location","Commune","Annee","Nombre de bénéficaires de l'accompagnement FSL"
"[ 47.4061862869 , -1.11584233587]","SAINT-HERBLON","2010","0"
"[ 47.4061862869 , -1.11584233587]","SAINT-HERBLON","2011","0"
"[ 47.4061862869 , -1.11584233587]","SAINT-HERBLON","2012","0"
"[ 47.4061862869 , -1.11584233587]","SAINT-HERBLON","2013",""
"[ 47.4061862869 , -1.11584233587]","SAINT-HERBLON","2014","0"
"[ 47.4061862869 , -1.11584233587]","SAINT-HERBLON","2015",""
"[ 47.0957506509 , -1.88019992863]","SAINT-HILAIRE-DE-CHALEONS","2010",""
"[ 47.0957506509 , -1.88019992863]","SAINT-HILAIRE-DE-CHALEONS","2011",""
"[ 47.0957506509 , -1.88019992863]","SAINT-HILAIRE-DE-CHALEONS","2012",""
"[ 47.0957506509 , -1.88019992863]","SAINT-HILAIRE-DE-CHALEONS","2013",""
"[ 47.0957506509 , -1.88019992863]","SAINT-HILAIRE-DE-CHALEONS","2014",""
"[ 47.0957506509 , -1.88019992863]","SAINT-HILAIRE-DE-CHALEONS","2015",""
"[ 47.0595181231 , -1.31712676437]","SAINT-HILAIRE-DE-CLISSON","2010","0"
"[ 47.0595181231 , -1.31712676437]","SAINT-HILAIRE-DE-CLISSON","2011","0"
"[ 47.0595181231 , -1.31712676437]","SAINT-HILAIRE-DE-CLISSON","2012",""
"[ 47.0595181231 , -1.31712676437]","SAINT-HILAIRE-DE-CLISSON","2013",""
"[ 47.0595181231 , -1.31712676437]","SAINT-HILAIRE-DE-CLISSON","2014",""
"[ 47.0595181231 , -1.31712676437]","SAINT-HILAIRE-DE-CLISSON","2015",""
"[ 47.1936509376 , -1.71922567324]","SAINT-JEAN-DE-BOISEAU","2010",""
"[ 47.1936509376 , -1.71922567324]","SAINT-JEAN-DE-BOISEAU","2011",""
"[ 47.1936509376 , -1.71922567324]","SAINT-JEAN-DE-BOISEAU","2012",""
"[ 47.1936509376 , -1.71922567324]","SAINT-JEAN-DE-BOISEAU","2013",""
"[ 47.1936509376 , -1.71922567324]","SAINT-JEAN-DE-BOISEAU","2014",""
"[ 47.1936509376 , -1.71922567324]","SAINT-JEAN-DE-BOISEAU","2015","5"
"[ 47.3719957395 , -2.24280787795]","SAINT-JOACHIM","2010","0"
"[ 47.3719957395 , -2.24280787795]","SAINT-JOACHIM","2011",""
"[ 47.3719957395 , -2.24280787795]","SAINT-JOACHIM","2012",""
"[ 47.3719957395 , -2.24280787795]","SAINT-JOACHIM","2013",""
"[ 47.3719957395 , -2.24280787795]","SAINT-JOACHIM","2014","0"
"[ 47.3719957395 , -2.24280787795]","SAINT-JOACHIM","2015","0"
"[ 47.2468585611 , -1.40587543068]","SAINT-JULIEN-DE-CONCELLES","2010",""
"[ 47.2468585611 , -1.40587543068]","SAINT-JULIEN-DE-CONCELLES","2011",""
"[ 47.2468585611 , -1.40587543068]","SAINT-JULIEN-DE-CONCELLES","2012",""
"[ 47.2468585611 , -1.40587543068]","SAINT-JULIEN-DE-CONCELLES","2013",""
"[ 47.2468585611 , -1.40587543068]","SAINT-JULIEN-DE-CONCELLES","2014",""
"[ 47.2468585611 , -1.40587543068]","SAINT-JULIEN-DE-CONCELLES","2015","5"
"[ 47.6529965838 , -1.2295120353]","SAINT-JULIEN-DE-VOUVANTES","2010","0"
"[ 47.6529965838 , -1.2295120353]","SAINT-JULIEN-DE-VOUVANTES","2011",""
"[ 47.6529965838 , -1.2295120353]","SAINT-JULIEN-DE-VOUVANTES","2012","0"
"[ 47.6529965838 , -1.2295120353]","SAINT-JULIEN-DE-VOUVANTES","2013","0"
"[ 47.6529965838 , -1.2295120353]","SAINT-JULIEN-DE-VOUVANTES","2014",""
"[ 47.6529965838 , -1.2295120353]","SAINT-JULIEN-DE-VOUVANTES","2015",""
"[ 47.1432773272 , -1.71471812672]","SAINT-LEGER-LES-VIGNES","2010","0"
"[ 47.1432773272 , -1.71471812672]","SAINT-LEGER-LES-VIGNES","2011","0"
"[ 47.1432773272 , -1.71471812672]","SAINT-LEGER-LES-VIGNES","2012",""
"[ 47.1432773272 , -1.71471812672]","SAINT-LEGER-LES-VIGNES","2013",""
"[ 47.1432773272 , -1.71471812672]","SAINT-LEGER-LES-VIGNES","2014","0"
"[ 47.1432773272 , -1.71471812672]","SAINT-LEGER-LES-VIGNES","2015","0"
"[ 47.0792268721 , -1.36385540117]","SAINT-LUMINE-DE-CLISSON","2010","0"
"[ 47.0792268721 , -1.36385540117]","SAINT-LUMINE-DE-CLISSON","2011","0"
"[ 47.0792268721 , -1.36385540117]","SAINT-LUMINE-DE-CLISSON","2012",""
"[ 47.0792268721 , -1.36385540117]","SAINT-LUMINE-DE-CLISSON","2013","0"
"[ 47.0792268721 , -1.36385540117]","SAINT-LUMINE-DE-CLISSON","2014","0"
"[ 47.0792268721 , -1.36385540117]","SAINT-LUMINE-DE-CLISSON","2015","0"
"[ 47.0528005018 , -1.72389870524]","SAINT-LUMINE-DE-COUTAIS","2010",""
"[ 47.0528005018 , -1.72389870524]","SAINT-LUMINE-DE-COUTAIS","2011","0"
"[ 47.0528005018 , -1.72389870524]","SAINT-LUMINE-DE-COUTAIS","2012","0"
"[ 47.0528005018 , -1.72389870524]","SAINT-LUMINE-DE-COUTAIS","2013","0"
"[ 47.0528005018 , -1.72389870524]","SAINT-LUMINE-DE-COUTAIS","2014","0"
"[ 47.0528005018 , -1.72389870524]","SAINT-LUMINE-DE-COUTAIS","2015","0"
"[ 47.3786737085 , -2.33525101541]","SAINT-LYPHARD","2010","0"
"[ 47.3786737085 , -2.33525101541]","SAINT-LYPHARD","2011","0"
"[ 47.3786737085 , -2.33525101541]","SAINT-LYPHARD","2012","0"
"[ 47.3786737085 , -2.33525101541]","SAINT-LYPHARD","2013","0"
"[ 47.3786737085 , -2.33525101541]","SAINT-LYPHARD","2014","0"
"[ 47.3786737085 , -2.33525101541]","SAINT-LYPHARD","2015",""
"[ 47.3559249254 , -2.17239450077]","SAINT-MALO-DE-GUERSAC","2010","0"
"[ 47.3559249254 , -2.17239450077]","SAINT-MALO-DE-GUERSAC","2011","0"
"[ 47.3559249254 , -2.17239450077]","SAINT-MALO-DE-GUERSAC","2012",""
"[ 47.3559249254 , -2.17239450077]","SAINT-MALO-DE-GUERSAC","2013","0"
"[ 47.3559249254 , -2.17239450077]","SAINT-MALO-DE-GUERSAC","2014","0"
"[ 47.3559249254 , -2.17239450077]","SAINT-MALO-DE-GUERSAC","2015","0"
"[ 47.080211358 , -1.75224163618]","SAINT-MARS-DE-COUTAIS","2010","0"
"[ 47.080211358 , -1.75224163618]","SAINT-MARS-DE-COUTAIS","2011","0"
"[ 47.080211358 , -1.75224163618]","SAINT-MARS-DE-COUTAIS","2012",""
"[ 47.080211358 , -1.75224163618]","SAINT-MARS-DE-COUTAIS","2013",""
"[ 47.080211358 , -1.75224163618]","SAINT-MARS-DE-COUTAIS","2014",""
"[ 47.080211358 , -1.75224163618]","SAINT-MARS-DE-COUTAIS","2015",""
"[ 47.3572111547 , -1.4455110252]","SAINT-MARS-DU-DESERT","2010","0"
"[ 47.3572111547 , -1.4455110252]","SAINT-MARS-DU-DESERT","2011",""
"[ 47.3572111547 , -1.4455110252]","SAINT-MARS-DU-DESERT","2012",""
"[ 47.3572111547 , -1.4455110252]","SAINT-MARS-DU-DESERT","2013","0"
"[ 47.3572111547 , -1.4455110252]","SAINT-MARS-DU-DESERT","2014","0"
"[ 47.3572111547 , -1.4455110252]","SAINT-MARS-DU-DESERT","2015","5"
"[ 47.5309724712 , -1.19417570863]","SAINT-MARS-LA-JAILLE","2010","0"
"[ 47.5309724712 , -1.19417570863]","SAINT-MARS-LA-JAILLE","2011",""
"[ 47.5309724712 , -1.19417570863]","SAINT-MARS-LA-JAILLE","2012",""
"[ 47.5309724712 , -1.19417570863]","SAINT-MARS-LA-JAILLE","2013",""
"[ 47.5309724712 , -1.19417570863]","SAINT-MARS-LA-JAILLE","2014",""
"[ 47.5309724712 , -1.19417570863]","SAINT-MARS-LA-JAILLE","2015","5"
"[ 47.0323165149 , -1.79716196081]","SAINT-MEME-LE-TENU","2010","0"
"[ 47.0323165149 , -1.79716196081]","SAINT-MEME-LE-TENU","2011","0"
"[ 47.0323165149 , -1.79716196081]","SAINT-MEME-LE-TENU","2012","0"
"[ 47.0323165149 , -1.79716196081]","SAINT-MEME-LE-TENU","2013",""
"[ 47.0323165149 , -1.79716196081]","SAINT-MEME-LE-TENU","2014","0"
"[ 47.0323165149 , -1.79716196081]","SAINT-MEME-LE-TENU","2015","0"
"[ 47.1751620672 , -2.12724500519]","SAINT-MICHEL-CHEF-CHEF","2010",""
"[ 47.1751620672 , -2.12724500519]","SAINT-MICHEL-CHEF-CHEF","2011",""
"[ 47.1751620672 , -2.12724500519]","SAINT-MICHEL-CHEF-CHEF","2012",""
"[ 47.1751620672 , -2.12724500519]","SAINT-MICHEL-CHEF-CHEF","2013",""
"[ 47.1751620672 , -2.12724500519]","SAINT-MICHEL-CHEF-CHEF","2014",""
"[ 47.1751620672 , -2.12724500519]","SAINT-MICHEL-CHEF-CHEF","2015",""
"[ 47.3881697039 , -2.41457797403]","SAINT-MOLF","2010","0"
"[ 47.3881697039 , -2.41457797403]","SAINT-MOLF","2011","0"
"[ 47.3881697039 , -2.41457797403]","SAINT-MOLF","2012","0"
"[ 47.3881697039 , -2.41457797403]","SAINT-MOLF","2013","0"
"[ 47.3881697039 , -2.41457797403]","SAINT-MOLF","2014","0"
"[ 47.3881697039 , -2.41457797403]","SAINT-MOLF","2015","0"
"[ 47.2801069832 , -2.25385298542]","SAINT-NAZAIRE","2010","32"
"[ 47.2801069832 , -2.25385298542]","SAINT-NAZAIRE","2011","64"
"[ 47.2801069832 , -2.25385298542]","SAINT-NAZAIRE","2012","94"
"[ 47.2801069832 , -2.25385298542]","SAINT-NAZAIRE","2013","109"
"[ 47.2801069832 , -2.25385298542]","SAINT-NAZAIRE","2014","47"
"[ 47.2801069832 , -2.25385298542]","SAINT-NAZAIRE","2015","108"
"[ 47.6364734039 , -2.05658113178]","SAINT-NICOLAS-DE-REDON","2010",""
"[ 47.6364734039 , -2.05658113178]","SAINT-NICOLAS-DE-REDON","2011","5"
"[ 47.6364734039 , -2.05658113178]","SAINT-NICOLAS-DE-REDON","2012",""
"[ 47.6364734039 , -2.05658113178]","SAINT-NICOLAS-DE-REDON","2013",""
"[ 47.6364734039 , -2.05658113178]","SAINT-NICOLAS-DE-REDON","2014",""
"[ 47.6364734039 , -2.05658113178]","SAINT-NICOLAS-DE-REDON","2015","6"
"[ 47.225178953 , -2.06630142666]","SAINT-PERE-EN-RETZ","2010",""
"[ 47.225178953 , -2.06630142666]","SAINT-PERE-EN-RETZ","2011",""
"[ 47.225178953 , -2.06630142666]","SAINT-PERE-EN-RETZ","2012",""
"[ 47.225178953 , -2.06630142666]","SAINT-PERE-EN-RETZ","2013",""
"[ 47.225178953 , -2.06630142666]","SAINT-PERE-EN-RETZ","2014",""
"[ 47.225178953 , -2.06630142666]","SAINT-PERE-EN-RETZ","2015","7"
"[ 47.0602027927 , -1.65693367697]","SAINT-PHILBERT-DE-GRAND-LIEU","2010",""
"[ 47.0602027927 , -1.65693367697]","SAINT-PHILBERT-DE-GRAND-LIEU","2011",""
"[ 47.0602027927 , -1.65693367697]","SAINT-PHILBERT-DE-GRAND-LIEU","2012","5"
"[ 47.0602027927 , -1.65693367697]","SAINT-PHILBERT-DE-GRAND-LIEU","2013","7"
"[ 47.0602027927 , -1.65693367697]","SAINT-PHILBERT-DE-GRAND-LIEU","2014","9"
"[ 47.0602027927 , -1.65693367697]","SAINT-PHILBERT-DE-GRAND-LIEU","2015","8"
"[ 47.2028877862 , -1.49974706826]","SAINT-SEBASTIEN-SUR-LOIRE","2010","7"
"[ 47.2028877862 , -1.49974706826]","SAINT-SEBASTIEN-SUR-LOIRE","2011","26"
"[ 47.2028877862 , -1.49974706826]","SAINT-SEBASTIEN-SUR-LOIRE","2012","23"
"[ 47.2028877862 , -1.49974706826]","SAINT-SEBASTIEN-SUR-LOIRE","2013","20"
"[ 47.2028877862 , -1.49974706826]","SAINT-SEBASTIEN-SUR-LOIRE","2014","20"
"[ 47.2028877862 , -1.49974706826]","SAINT-SEBASTIEN-SUR-LOIRE","2015","18"
"[ 47.5677440368 , -1.22284599695]","SAINT-SULPICE-DES-LANDES","2010","0"
"[ 47.5677440368 , -1.22284599695]","SAINT-SULPICE-DES-LANDES","2011","0"
"[ 47.5677440368 , -1.22284599695]","SAINT-SULPICE-DES-LANDES","2012","0"
"[ 47.5677440368 , -1.22284599695]","SAINT-SULPICE-DES-LANDES","2013","0"
"[ 47.5677440368 , -1.22284599695]","SAINT-SULPICE-DES-LANDES","2014","0"
"[ 47.5677440368 , -1.22284599695]","SAINT-SULPICE-DES-LANDES","2015","0"
"[ 47.247653009 , -1.99319270522]","SAINT-VIAUD","2010",""
"[ 47.247653009 , -1.99319270522]","SAINT-VIAUD","2011",""
"[ 47.247653009 , -1.99319270522]","SAINT-VIAUD","2012","0"
"[ 47.247653009 , -1.99319270522]","SAINT-VIAUD","2013",""
"[ 47.247653009 , -1.99319270522]","SAINT-VIAUD","2014","0"
"[ 47.247653009 , -1.99319270522]","SAINT-VIAUD","2015","0"
"[ 47.6557066705 , -1.504873158]","SAINT-VINCENT-DES-LANDES","2010","0"
"[ 47.6557066705 , -1.504873158]","SAINT-VINCENT-DES-LANDES","2011","0"
"[ 47.6557066705 , -1.504873158]","SAINT-VINCENT-DES-LANDES","2012","0"
"[ 47.6557066705 , -1.504873158]","SAINT-VINCENT-DES-LANDES","2013","0"
"[ 47.6557066705 , -1.504873158]","SAINT-VINCENT-DES-LANDES","2014",""
"[ 47.6557066705 , -1.504873158]","SAINT-VINCENT-DES-LANDES","2015",""
"[ 47.4516929136 , -2.01909665411]","SAINTE-ANNE-SUR-BRIVET","2010","0"
"[ 47.4516929136 , -2.01909665411]","SAINTE-ANNE-SUR-BRIVET","2011",""
"[ 47.4516929136 , -2.01909665411]","SAINTE-ANNE-SUR-BRIVET","2012",""
"[ 47.4516929136 , -2.01909665411]","SAINTE-ANNE-SUR-BRIVET","2013",""
"[ 47.4516929136 , -2.01909665411]","SAINTE-ANNE-SUR-BRIVET","2014",""
"[ 47.4516929136 , -2.01909665411]","SAINTE-ANNE-SUR-BRIVET","2015","0"
"[ 47.2535659413 , -1.47278641985]","SAINTE-LUCE-SUR-LOIRE","2010",""
"[ 47.2535659413 , -1.47278641985]","SAINTE-LUCE-SUR-LOIRE","2011",""
"[ 47.2535659413 , -1.47278641985]","SAINTE-LUCE-SUR-LOIRE","2012","8"
"[ 47.2535659413 , -1.47278641985]","SAINTE-LUCE-SUR-LOIRE","2013",""
"[ 47.2535659413 , -1.47278641985]","SAINTE-LUCE-SUR-LOIRE","2014","8"
"[ 47.2535659413 , -1.47278641985]","SAINTE-LUCE-SUR-LOIRE","2015","11"
"[ 47.0845297305 , -1.81775856007]","SAINTE-PAZANNE","2010","0"
"[ 47.0845297305 , -1.81775856007]","SAINTE-PAZANNE","2011","0"
"[ 47.0845297305 , -1.81775856007]","SAINTE-PAZANNE","2012",""
"[ 47.0845297305 , -1.81775856007]","SAINTE-PAZANNE","2013",""
"[ 47.0845297305 , -1.81775856007]","SAINTE-PAZANNE","2014",""
"[ 47.0845297305 , -1.81775856007]","SAINTE-PAZANNE","2015",""
"[ 47.4438711483 , -2.18072298689]","SAINTE-REINE-DE-BRETAGNE","2010","0"
"[ 47.4438711483 , -2.18072298689]","SAINTE-REINE-DE-BRETAGNE","2011","0"
"[ 47.4438711483 , -2.18072298689]","SAINTE-REINE-DE-BRETAGNE","2012","0"
"[ 47.4438711483 , -2.18072298689]","SAINTE-REINE-DE-BRETAGNE","2013","0"
"[ 47.4438711483 , -2.18072298689]","SAINTE-REINE-DE-BRETAGNE","2014","0"
"[ 47.4438711483 , -2.18072298689]","SAINTE-REINE-DE-BRETAGNE","2015","0"
"[ 47.2734640358 , -1.68062449291]","SAUTRON","2010",""
"[ 47.2734640358 , -1.68062449291]","SAUTRON","2011",""
"[ 47.2734640358 , -1.68062449291]","SAUTRON","2012",""
"[ 47.2734640358 , -1.68062449291]","SAUTRON","2013",""
"[ 47.2734640358 , -1.68062449291]","SAUTRON","2014",""
"[ 47.2734640358 , -1.68062449291]","SAUTRON","2015","0"
"[ 47.3571783153 , -1.91837032205]","SAVENAY","2010","6"
"[ 47.3571783153 , -1.91837032205]","SAVENAY","2011","7"
"[ 47.3571783153 , -1.91837032205]","SAVENAY","2012","10"
"[ 47.3571783153 , -1.91837032205]","SAVENAY","2013","9"
"[ 47.3571783153 , -1.91837032205]","SAVENAY","2014","5"
"[ 47.3571783153 , -1.91837032205]","SAVENAY","2015","12"
"[ 47.5540417087 , -2.0666937072]","SEVERAC","2010",""
"[ 47.5540417087 , -2.0666937072]","SEVERAC","2011","0"
"[ 47.5540417087 , -2.0666937072]","SEVERAC","2012","0"
"[ 47.5540417087 , -2.0666937072]","SEVERAC","2013","0"
"[ 47.5540417087 , -2.0666937072]","SEVERAC","2014",""
"[ 47.5540417087 , -2.0666937072]","SEVERAC","2015",""
"[ 47.7291708937 , -1.58111954756]","SION-LES-MINES","2010",""
"[ 47.7291708937 , -1.58111954756]","SION-LES-MINES","2011",""
"[ 47.7291708937 , -1.58111954756]","SION-LES-MINES","2012","0"
"[ 47.7291708937 , -1.58111954756]","SION-LES-MINES","2013","0"
"[ 47.7291708937 , -1.58111954756]","SION-LES-MINES","2014",""
"[ 47.7291708937 , -1.58111954756]","SION-LES-MINES","2015",""
"[ 47.7255196052 , -1.29051970903]","SOUDAN","2010",""
"[ 47.7255196052 , -1.29051970903]","SOUDAN","2011",""
"[ 47.7255196052 , -1.29051970903]","SOUDAN","2012","0"
"[ 47.7255196052 , -1.29051970903]","SOUDAN","2013","0"
"[ 47.7255196052 , -1.29051970903]","SOUDAN","2014",""
"[ 47.7255196052 , -1.29051970903]","SOUDAN","2015","0"
"[ 47.8212256325 , -1.44783875415]","SOULVACHE","2010",""
"[ 47.8212256325 , -1.44783875415]","SOULVACHE","2011","0"
"[ 47.8212256325 , -1.44783875415]","SOULVACHE","2012","0"
"[ 47.8212256325 , -1.44783875415]","SOULVACHE","2013","0"
"[ 47.8212256325 , -1.44783875415]","SOULVACHE","2014","0"
"[ 47.8212256325 , -1.44783875415]","SOULVACHE","2015","0"
"[ 47.3535468921 , -1.51943687533]","SUCE-SUR-ERDRE","2010",""
"[ 47.3535468921 , -1.51943687533]","SUCE-SUR-ERDRE","2011",""
"[ 47.3535468921 , -1.51943687533]","SUCE-SUR-ERDRE","2012",""
"[ 47.3535468921 , -1.51943687533]","SUCE-SUR-ERDRE","2013","0"
"[ 47.3535468921 , -1.51943687533]","SUCE-SUR-ERDRE","2014","5"
"[ 47.3535468921 , -1.51943687533]","SUCE-SUR-ERDRE","2015",""
"[ 47.4640016417 , -1.28660540531]","TEILLE","2010",""
"[ 47.4640016417 , -1.28660540531]","TEILLE","2011","0"
"[ 47.4640016417 , -1.28660540531]","TEILLE","2012","0"
"[ 47.4640016417 , -1.28660540531]","TEILLE","2013",""
"[ 47.4640016417 , -1.28660540531]","TEILLE","2014",""
"[ 47.4640016417 , -1.28660540531]","TEILLE","2015",""
"[ 47.2761796344 , -1.43188844156]","THOUARE-SUR-LOIRE","2010",""
"[ 47.2761796344 , -1.43188844156]","THOUARE-SUR-LOIRE","2011",""
"[ 47.2761796344 , -1.43188844156]","THOUARE-SUR-LOIRE","2012",""
"[ 47.2761796344 , -1.43188844156]","THOUARE-SUR-LOIRE","2013",""
"[ 47.2761796344 , -1.43188844156]","THOUARE-SUR-LOIRE","2014","5"
"[ 47.2761796344 , -1.43188844156]","THOUARE-SUR-LOIRE","2015",""
"[ 46.9065750615 , -1.67948367125]","TOUVOIS","2010",""
"[ 46.9065750615 , -1.67948367125]","TOUVOIS","2011",""
"[ 46.9065750615 , -1.67948367125]","TOUVOIS","2012",""
"[ 46.9065750615 , -1.67948367125]","TOUVOIS","2013",""
"[ 46.9065750615 , -1.67948367125]","TOUVOIS","2014","0"
"[ 46.9065750615 , -1.67948367125]","TOUVOIS","2015",""
"[ 47.478451813 , -1.36340392675]","TRANS-SUR-ERDRE","2010","0"
"[ 47.478451813 , -1.36340392675]","TRANS-SUR-ERDRE","2011","0"
"[ 47.478451813 , -1.36340392675]","TRANS-SUR-ERDRE","2012","0"
"[ 47.478451813 , -1.36340392675]","TRANS-SUR-ERDRE","2013",""
"[ 47.478451813 , -1.36340392675]","TRANS-SUR-ERDRE","2014","0"
"[ 47.478451813 , -1.36340392675]","TRANS-SUR-ERDRE","2015","0"
"[ 47.6128401136 , -1.52820226508]","TREFFIEUX","2010","0"
"[ 47.6128401136 , -1.52820226508]","TREFFIEUX","2011","0"
"[ 47.6128401136 , -1.52820226508]","TREFFIEUX","2012","0"
"[ 47.6128401136 , -1.52820226508]","TREFFIEUX","2013",""
"[ 47.6128401136 , -1.52820226508]","TREFFIEUX","2014",""
"[ 47.6128401136 , -1.52820226508]","TREFFIEUX","2015",""
"[ 47.3183737709 , -1.62614396577]","TREILLIERES","2010",""
"[ 47.3183737709 , -1.62614396577]","TREILLIERES","2011","5"
"[ 47.3183737709 , -1.62614396577]","TREILLIERES","2012",""
"[ 47.3183737709 , -1.62614396577]","TREILLIERES","2013","6"
"[ 47.3183737709 , -1.62614396577]","TREILLIERES","2014","7"
"[ 47.3183737709 , -1.62614396577]","TREILLIERES","2015","10"
"[ 47.3122363445 , -2.20686325434]","TRIGNAC","2010","10"
"[ 47.3122363445 , -2.20686325434]","TRIGNAC","2011","7"
"[ 47.3122363445 , -2.20686325434]","TRIGNAC","2012","8"
"[ 47.3122363445 , -2.20686325434]","TRIGNAC","2013","5"
"[ 47.3122363445 , -2.20686325434]","TRIGNAC","2014",""
"[ 47.3122363445 , -2.20686325434]","TRIGNAC","2015","17"
"[ 47.1715370694 , -1.26151215631]","VALLET","2010","0"
"[ 47.1715370694 , -1.26151215631]","VALLET","2011",""
"[ 47.1715370694 , -1.26151215631]","VALLET","2012","11"
"[ 47.1715370694 , -1.26151215631]","VALLET","2013","8"
"[ 47.1715370694 , -1.26151215631]","VALLET","2014",""
"[ 47.1715370694 , -1.26151215631]","VALLET","2015",""
"[ 47.4022109648 , -1.02475376697]","VARADES","2010",""
"[ 47.4022109648 , -1.02475376697]","VARADES","2011",""
"[ 47.4022109648 , -1.02475376697]","VARADES","2012","5"
"[ 47.4022109648 , -1.02475376697]","VARADES","2013","6"
"[ 47.4022109648 , -1.02475376697]","VARADES","2014",""
"[ 47.4022109648 , -1.02475376697]","VARADES","2015","8"
"[ 47.545142918 , -1.7079722592]","VAY","2010",""
"[ 47.545142918 , -1.7079722592]","VAY","2011",""
"[ 47.545142918 , -1.7079722592]","VAY","2012",""
"[ 47.545142918 , -1.7079722592]","VAY","2013","0"
"[ 47.545142918 , -1.7079722592]","VAY","2014","0"
"[ 47.545142918 , -1.7079722592]","VAY","2015",""
"[ 47.1603033205 , -1.4706234976]","VERTOU","2010",""
"[ 47.1603033205 , -1.4706234976]","VERTOU","2011","8"
"[ 47.1603033205 , -1.4706234976]","VERTOU","2012","18"
"[ 47.1603033205 , -1.4706234976]","VERTOU","2013","21"
"[ 47.1603033205 , -1.4706234976]","VERTOU","2014","21"
"[ 47.1603033205 , -1.4706234976]","VERTOU","2015","5"
"[ 46.9711300262 , -1.4191879147]","VIEILLEVIGNE","2010",""
"[ 46.9711300262 , -1.4191879147]","VIEILLEVIGNE","2011",""
"[ 46.9711300262 , -1.4191879147]","VIEILLEVIGNE","2012",""
"[ 46.9711300262 , -1.4191879147]","VIEILLEVIGNE","2013",""
"[ 46.9711300262 , -1.4191879147]","VIEILLEVIGNE","2014",""
"[ 46.9711300262 , -1.4191879147]","VIEILLEVIGNE","2015",""
"[ 47.3194650733 , -1.72043786434]","VIGNEUX-DE-BRETAGNE","2010","0"
"[ 47.3194650733 , -1.72043786434]","VIGNEUX-DE-BRETAGNE","2011","0"
"[ 47.3194650733 , -1.72043786434]","VIGNEUX-DE-BRETAGNE","2012",""
"[ 47.3194650733 , -1.72043786434]","VIGNEUX-DE-BRETAGNE","2013",""
"[ 47.3194650733 , -1.72043786434]","VIGNEUX-DE-BRETAGNE","2014",""
"[ 47.3194650733 , -1.72043786434]","VIGNEUX-DE-BRETAGNE","2015",""
"[ 47.770243938 , -1.28500863237]","VILLEPOT","2010","0"
"[ 47.770243938 , -1.28500863237]","VILLEPOT","2011","0"
"[ 47.770243938 , -1.28500863237]","VILLEPOT","2012","0"
"[ 47.770243938 , -1.28500863237]","VILLEPOT","2013","0"
"[ 47.770243938 , -1.28500863237]","VILLEPOT","2014","0"
"[ 47.770243938 , -1.28500863237]","VILLEPOT","2015","0"
"[ 47.5890833205 , -1.07286913464]","VRITZ","2010","0"
"[ 47.5890833205 , -1.07286913464]","VRITZ","2011",""
"[ 47.5890833205 , -1.07286913464]","VRITZ","2012","0"
"[ 47.5890833205 , -1.07286913464]","VRITZ","2013","0"
"[ 47.5890833205 , -1.07286913464]","VRITZ","2014","0"
"[ 47.5890833205 , -1.07286913464]","VRITZ","2015",""
"[ 47.1943062894 , -1.90051809842]","VUE","2010","0"
"[ 47.1943062894 , -1.90051809842]","VUE","2011","0"
"[ 47.1943062894 , -1.90051809842]","VUE","2012","0"
"[ 47.1943062894 , -1.90051809842]","VUE","2013","0"
"[ 47.1943062894 , -1.90051809842]","VUE","2014",""
"[ 47.1943062894 , -1.90051809842]","VUE","2015",""
